state,n_trials,mahalanobis_distance,kl_divergence,fisher_norm,riemannian_distance,avg_intensity
Fatigue,2462,11.225941869579605,1776.1417738705481,3.8801118957737883,2.507348507193042,33.800568643379364
Mind-Wandering,9121,2.3329720617756564,9.408305935889919,35.25850795892697,1.4804753196820526,29.39776340313562
Optimal-Engaged,23022,3.1408386750701895,56.91699673127927,10.163402022790756,1.7307071858837633,60.544348883676484
Optimal-Monitoring,23078,0.0,7.105427357601002e-15,163.28729266749676,0.0,42.371392668342146
Overload,11,13.707373742357127,127.05967333348994,601.0100255617617,6.102644887994601,6.363636363636363
